target,cell_type,stimulus,inducibility_lfc,inducibility_se,ci_low,ci_high,tau2,q,i2,n_studies,total_pairs,min_q_value,positive_fraction_activated,positive_fraction_resting,adt_estimate,adt_n_studies,protein_concordance,relevant_stimulus,evidence_class,abstention_reasons
IL2RA,NK_cell,IFN_I_6h_confirmation,1.9604145526758983,0.9734244818754687,0.05250256819997956,3.868326537151817,,,,1.0,8,0.20237075803048413,0.014238773274917854,0.004704301075268817,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
IL2RA,T_cell,IFN_I_6h_confirmation,0.8206660166916484,0.9138621469312578,-0.9705037912936167,2.6118358246769136,,,,1.0,8,0.5998785407294064,0.00832282471626734,0.002696629213483146,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
LAG3,B_cell,IFN_I_6h_confirmation,3.296271194972931,0.5117417430955087,2.293257378505734,4.299285011440128,,,,1.0,8,0.002825365577322664,0.015,0.0006540222367560497,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
LAG3,Myeloid,IFN_I_6h_confirmation,4.354813823622804,0.25288217104271815,3.859164768379076,4.850462878866531,,,,1.0,8,1.385409083839969e-05,0.04229229229229229,0.00026246719160104987,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
LAG3,NK_cell,IFN_I_6h_confirmation,5.41394807243466,0.6599006115929045,4.120542873712567,6.7073532711567525,,,,1.0,8,0.0007860751397411504,0.2710843373493976,0.018145161290322582,,,UNAVAILABLE,True,B,[]
LAG3,T_cell,IFN_I_6h_confirmation,3.7671445680562385,0.2077363068926816,3.3599814065465825,4.174307729565895,,,,1.0,8,1.385409083839969e-05,0.10315258511979823,0.010337078651685393,,,UNAVAILABLE,True,B,[]
MICA,B_cell,IFN_I_6h_confirmation,1.6957559543299277,0.5824011220952754,0.554249755023188,2.8372621536366673,,,,1.0,8,0.0850338528602353,0.017857142857142856,0.005886200130804447,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MICA,Myeloid,IFN_I_6h_confirmation,-0.5467819456957896,0.45550698037951565,-1.4395756272396403,0.346011735848061,,,,1.0,8,0.46912060354488516,0.034784784784784785,0.03884514435695538,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MICA,NK_cell,IFN_I_6h_confirmation,0.032899656569082614,0.5981721147555005,-1.1395176883516982,1.2053170014898635,,,,1.0,8,1.0,0.013143483023001095,0.016801075268817203,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MICA,T_cell,IFN_I_6h_confirmation,1.38857940438115,0.520646003634755,0.36811323725703016,2.4090455715052697,,,,1.0,8,0.10394148527483137,0.02269861286254729,0.007865168539325843,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MICB,B_cell,IFN_I_6h_confirmation,2.689567247358579,0.7680627694358751,1.1841642192642639,4.194970275452895,,,,1.0,8,0.044569305472220204,0.03214285714285714,0.007848266841072597,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MICB,Myeloid,IFN_I_6h_confirmation,1.9369716552643996,0.29281059958671135,1.3630628800744455,2.5108804304543537,,,,1.0,8,0.002533907982121737,0.04604604604604605,0.011286089238845144,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MICB,NK_cell,IFN_I_6h_confirmation,2.9642121587184516,0.6426697674167515,1.7045794145816187,4.2238449028552845,,,,1.0,8,0.01462369684131067,0.023001095290251915,0.006048387096774193,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MICB,T_cell,IFN_I_6h_confirmation,1.768603952834177,0.5645938403195377,0.6620000258078831,2.875207879860471,,,,1.0,8,0.06620478505237479,0.015384615384615385,0.004044943820224719,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MS4A1,B_cell,IFN_I_6h_confirmation,-0.5704528543302204,0.21843085217665212,-0.9985773245964585,-0.1423283840639823,,,,1.0,8,0.11030270159902456,0.3107344632768362,0.39960886571056065,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MS4A1,Myeloid,IFN_I_6h_confirmation,1.0324740724514008,0.42805887860976444,0.19347867037626254,1.871469474526539,,,,1.0,8,0.1363248163727293,0.01756587202007528,0.010501443948542924,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MS4A1,NK_cell,IFN_I_6h_confirmation,2.6576204433986623,0.5539755011425449,1.5718284611592743,3.7434124256380503,,,,1.0,8,0.013034257979482154,0.00823271130625686,0.0013468013468013469,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
MS4A1,T_cell,IFN_I_6h_confirmation,-0.08909817760074416,0.5365032681025906,-1.140644583081822,0.9624482278803336,,,,1.0,8,1.0,0.003066700741119346,0.0024875621890547263,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1,B_cell,IFN_I_6h_confirmation,0.7605730129943058,0.5329133245324814,-0.2839371030893578,1.8050831290779694,,,,1.0,8,0.3819458207682529,0.004285714285714286,0.0032701111837802484,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1,Myeloid,IFN_I_6h_confirmation,0.5110145339822546,0.3258929219283169,-0.12773559299724657,1.1497646609617558,,,,1.0,8,0.32600451129113395,0.0017517517517517517,0.0005249343832020997,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1,NK_cell,IFN_I_6h_confirmation,1.3279277007598105,0.6436638920973474,0.06634647224900947,2.5895089292706115,,,,1.0,8,0.19762543231558988,0.006024096385542169,0.003360215053763441,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1,T_cell,IFN_I_6h_confirmation,1.006998032435686,0.7281892257616152,-0.4202528500570797,2.4342489149284514,,,,1.0,8,0.3877940120057639,0.0037831021437578815,0.0008988764044943821,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1LG2,B_cell,IFN_I_6h_confirmation,0.07860194773704127,0.3430729955903103,-0.5938211236199669,0.7510250190940495,,,,1.0,8,1.0,0.0007142857142857143,0.0006540222367560497,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1LG2,Myeloid,IFN_I_6h_confirmation,2.8564523214006425,0.4994891259487512,1.8774536345410902,3.835451008260195,,,,1.0,8,0.00522048575816136,0.02827827827827828,0.003674540682414698,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1LG2,NK_cell,IFN_I_6h_confirmation,0.46017362736128614,0.43208295205879715,-0.3867089586739562,1.3070562133965284,,,,1.0,8,0.5323658912386131,0.002190580503833516,0.0013440860215053765,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
PDCD1LG2,T_cell,IFN_I_6h_confirmation,0.35642383726877536,0.2355397784337958,-0.1052341284614644,0.8180818029990151,,,,1.0,8,0.34797649324414714,0.001008827238335435,0.0,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
SIGLEC1,B_cell,IFN_I_6h_confirmation,0.5560926267389337,0.37540042088128406,-0.1796921981883831,1.2918774516662506,,,,1.0,8,0.3594110821075764,0.0014285714285714286,0.0,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
SIGLEC1,Myeloid,IFN_I_6h_confirmation,4.327084792075503,0.36468839008790227,3.612295547503215,5.041874036647791,,,,1.0,8,0.0001042575140711541,0.1061061061061061,0.005511811023622047,,,UNAVAILABLE,True,B,[]
SIGLEC1,NK_cell,IFN_I_6h_confirmation,1.136464218804649,0.5749579814507759,0.009546575161128112,2.2633818624481696,,,,1.0,8,0.2041045637055882,0.0016429353778751369,0.0,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
SIGLEC1,T_cell,IFN_I_6h_confirmation,0.45772247134954214,0.25011133657044593,-0.03249574832853186,0.9479406910276161,,,,1.0,8,0.23871228284142068,0.0007566204287515763,0.0,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TIGIT,B_cell,IFN_I_6h_confirmation,-0.36088926136113664,0.4171622882603678,-1.1785273463514576,0.45674882362918423,,,,1.0,8,0.6133741872760498,0.020714285714285713,0.01962066710268149,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TIGIT,Myeloid,IFN_I_6h_confirmation,0.16081016918670796,0.28987991186553874,-0.4073544580697479,0.7289747964431639,,,,1.0,8,0.809317240580664,0.014264264264264264,0.011548556430446194,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TIGIT,NK_cell,IFN_I_6h_confirmation,0.10622995399799362,0.35562830995990313,-0.5908015335234165,0.8032614415194037,,,,1.0,8,0.9720884842293837,0.156078860898138,0.15725806451612903,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TIGIT,T_cell,IFN_I_6h_confirmation,-0.07785337136014836,0.11958408629587505,-0.31223818050006347,0.15653143777976675,,,,1.0,8,0.7417033166818131,0.08020176544766709,0.07775280898876405,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF12A,B_cell,IFN_I_6h_confirmation,-0.49673062229528603,0.27842087634663626,-1.0424355399346932,0.048974295344121066,,,,1.0,8,0.251737715795518,0.0035714285714285713,0.003924133420536298,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF12A,Myeloid,IFN_I_6h_confirmation,-3.108428607151562,0.331659561583086,-3.7584813478544103,-2.4583758664487134,,,,1.0,8,0.000382877124209125,0.003003003003003003,0.03254593175853018,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF12A,NK_cell,IFN_I_6h_confirmation,0.431716782718171,0.6477647588319544,-0.8379021445924597,1.7013357100288016,,,,1.0,8,0.7409410815150793,0.013691128148959474,0.009408602150537635,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF12A,T_cell,IFN_I_6h_confirmation,-1.1167313610074796,0.19916756564097382,-1.5070997896637883,-0.7263629323511709,,,,1.0,8,0.005596388029754518,0.005044136191677175,0.012808988764044944,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF17,B_cell,IFN_I_6h_confirmation,1.7109206003916455,1.259368542332669,-0.7574417425803857,4.179282943363677,,,,1.0,8,0.39165493590330475,0.009285714285714286,0.0013080444735120995,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF17,Myeloid,IFN_I_6h_confirmation,0.22543642749053752,0.2650352321732902,-0.2940326275691113,0.7449054825501863,,,,1.0,8,0.6184272556972353,0.0007507507507507507,0.00026246719160104987,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF17,NK_cell,IFN_I_6h_confirmation,0.0,1e-06,-1.96e-06,1.96e-06,,,,1.0,8,1.0,0.0,0.0,,,UNAVAILABLE,True,INSUFFICIENT,['TARGET_UNDETECTED']
TNFRSF17,T_cell,IFN_I_6h_confirmation,0.0,1e-06,-1.96e-06,1.96e-06,,,,1.0,8,1.0,0.0,0.0,,,UNAVAILABLE,True,INSUFFICIENT,['TARGET_UNDETECTED']
TNFRSF18,B_cell,IFN_I_6h_confirmation,-2.3755846607507958,0.6421850092121718,-3.634267278806653,-1.116902042694939,,,,1.0,8,0.03639853115336089,0.02642857142857143,0.07521255722694571,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF18,Myeloid,IFN_I_6h_confirmation,-0.7216856079156919,0.44541184504433323,-1.594692824202585,0.15132160837120123,,,,1.0,8,0.31067691020149796,0.01026026026026026,0.015223097112860892,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF18,NK_cell,IFN_I_6h_confirmation,-0.871594634040546,0.18429270630978814,-1.2328083384077309,-0.5103809296733612,,,,1.0,8,0.013515542049990406,0.13691128148959475,0.20430107526881722,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF18,T_cell,IFN_I_6h_confirmation,-0.39586978397359873,0.170078834372875,-0.7292242993444338,-0.06251526860276374,,,,1.0,8,0.14863004276033123,0.027238335435056747,0.035955056179775284,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF4,B_cell,IFN_I_6h_confirmation,-0.2326661049607225,0.8700707512245336,-1.9380047773608085,1.4726725674393633,,,,1.0,8,0.9928099277198147,0.023571428571428573,0.02419882275997384,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF4,Myeloid,IFN_I_6h_confirmation,-0.547579601075729,0.20253392097525813,-0.944546086187235,-0.15061311596422305,,,,1.0,8,0.10394148527483137,0.02077077077077077,0.023622047244094488,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF4,NK_cell,IFN_I_6h_confirmation,-0.6966399755262729,0.3280326612591118,-1.3395839915941319,-0.05369595945841377,,,,1.0,8,0.1869381618488954,0.04654983570646221,0.06922043010752688,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF4,T_cell,IFN_I_6h_confirmation,0.1532301805436901,0.09136297634720933,-0.025841253096840183,0.33230161418422033,,,,1.0,8,0.290093350956975,0.06380832282471627,0.05707865168539326,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF9,B_cell,IFN_I_6h_confirmation,-2.63187982417068,0.8375927410506332,-4.2735615966299205,-0.9901980517114388,,,,1.0,8,0.06620478505237479,0.002857142857142857,0.009810333551340745,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF9,Myeloid,IFN_I_6h_confirmation,-0.9667391094279335,0.27218694018431855,-1.5002255121891979,-0.43325270666666915,,,,1.0,8,0.04293723242570226,0.010510510510510511,0.02257217847769029,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF9,NK_cell,IFN_I_6h_confirmation,0.07921357335856305,0.9759886036804144,-1.833724089855049,1.9921512365721752,,,,1.0,8,1.0,0.016976998904709748,0.01747311827956989,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
TNFRSF9,T_cell,IFN_I_6h_confirmation,-1.1966899384605383,0.5770339117702804,-2.327676405530288,-0.06570347139078869,,,,1.0,8,0.19762543231558988,0.0015132408575031526,0.003820224719101124,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
VCAM1,B_cell,IFN_I_6h_confirmation,0.0,1e-06,-1.96e-06,1.96e-06,,,,1.0,8,1.0,0.0,0.0,,,UNAVAILABLE,True,INSUFFICIENT,['TARGET_UNDETECTED']
VCAM1,Myeloid,IFN_I_6h_confirmation,-0.07377698321052974,0.20749248946932763,-0.48046226257041186,0.3329082961493524,,,,1.0,8,0.9518059939121155,0.00025025025025025025,0.00026246719160104987,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
VCAM1,NK_cell,IFN_I_6h_confirmation,0.29867372395666925,0.2520445945968171,-0.19533368145309227,0.7926811293664308,,,,1.0,8,0.46912060354488516,0.002738225629791895,0.0013440860215053765,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
VCAM1,T_cell,IFN_I_6h_confirmation,-0.05582645016653036,0.1710211395081458,-0.39102788360249613,0.2793749832694354,,,,1.0,8,0.9626349383278034,0.0007566204287515763,0.0008988764044943821,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
